publish_no,공시연도,자율의무,기업명,업종,사전점검수행,IT부문투자액,정보보호투자액,투자액비율BA,주요투자항목,총임직원,IT부문인력,정보보호전담인력,인력비율DC,CISO_CPO_지정현황,인증평가점검,이용자보호활동,투자특기사항,인력특기사항
1816,2023,의무,대한제강 주식회사,제조업(10~34) - 제강업,X,"2,243,388,671 원","436,170,879 원",19.4 %,-,408 명,11.6 명,내부인력 2 명 외주인력 1.3 명 계 3.3 명,28.5 %,[CISO] 직책 대표이사 임원여부 O 겸직여부 O / 안전생산관리본부장 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당사항없음,- 외감법 IT 일반 통제 운영(ITGC) - 보안 관리 규정 및 절차 개정 - 방화벽 정책 관리 - 인증(허용) MAC 관리 - 온라인 IT 클린데이 실시 및 PC 보안성 검사 정기 수행 - USB 매체제어 적용 - 정보보호 캠페인 실시 - 프린터 출력물 이력 관리 - DB 이력 관리 시스템 구축(WMS),-,-
1815,2023,의무,오씨아이홀딩스 주식회사,제조업(10~34) - 기타 기초 무기 화학물질 제조업,O,,,,,,,,,[CISO] 직책 HR/GA 전무 임원여부 O 겸직여부 O / 주요활동(건) 0 건 [CPO] 직책 총무팀 / 부장 임원여부 X 겸직여부 O / 주요활동(건) 0 건,해당사항 없음,○ 모의해킹(웹 취약점) 보안점검 활동 - 업무 시스템 웹사이트 취약점 점검 ○ 해킹(피싱) 메일 모의훈련 시행 ○ 개인정보보호 배상책임보험 가입 ○ 임직원 정보보안 교육 ○ 개인정보처리취급자 개인정보보호 교육 ○ 사이버 위협 대응 훈련(포항공장),,인적분할(23-05-02)로 인한 사명 변경 (OCI주식회사 →︎ 오씨아이홀딩스 주식회사)
1814,2023,의무,현대모비스(주),제조업(10~34) - 그 외 자동차용 신품 부품 제조업,O,"184,918,458,714 원","12,376,502,670 원",6.7 %,-,"11,088.7 명",390.8 명,내부인력 19.1 명 외주인력 19.1 명 계 38.2 명,9.8 %,[CISO] 직책 실장 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 상무 임원여부 O 겸직여부 O / (인사담당) 주요활동(건) 0 건,-ISO/IEC 27001:2013 -TISAX,"-산업보안 컨퍼런스 참가 -개인정보배상책임보험 가입 -개인정보 수탁사 보안점검 -국가핵심기술 실무협의회 운영 -악성메일/침해사고 모의훈련 -해외법인 보안솔루션 진단 등 -정보보호 규정 제/개정 -전사통신보안 점검 -매월 정보보호의 날 행사 -보호구역 적정성 검토 -시스템 개인정보 안전성 확보조치 점검 -최신 IT 기기 보안성 점검 -전사 임직원 대상 정보보안 교육 -시스템 모의해킹 점검 -보안정책 유효성 점검 -구매협력사 보안관리 강화방안 등 -국가핵심기술 물리보안 가이드 제작 -개인정보 관리체계 강화방안 수립 -악성코드 글로벌 대응체계 방안 수립 -자회사 보안수준 진단/보안 워크샵 -사업장 보안수준 진단 -표준계약서 보안 검토 -국가핵심기술 보호규칙 개정 -보안 홍보활동(보안퀴즈, 보안우수자 포상) -보안담당 협의체 운영 -국가핵심기술 취급자 대상 보안교육 등 시행 -정보보호 홍보 컨텐츠 제작",-,-
1813,2023,의무,주식회사 케이피에프,제조업(10~34) - 볼트 및 너트류 제조업,X,"2,438,730,963 원","89,686,226 원",3.7 %,"전자문서관리시스템(ECM), 메일 백업솔루션(J-VAULT), 내부통제 DB접근통제 시스템",473.3 명,10 명,내부인력 0 명 외주인력 0.7 명 계 0.7 명,7.0 %,[CISO] 직책 실장 임원여부 X 겸직여부 O / IT혁신실장 주요활동(건) 0 건 [CPO] 직책 실장 임원여부 X 겸직여부 O / 기획실장 주요활동(건) 0 건,없음,1. 보안관리지침 제정 2. 내부회계관리제도(ITGC) 운영 및 감사 실시 3. DB 접근제어 및 데이터 변경 통제 4. 개인정보 유출 방지 시스템 운영 및 모니터링 5. 네트워크 및 방화벽 보안관제 운영 6. 스팸메일 필터링 시스템 운영 7. 랜섬웨어 예방수칙 및 대응 가이드라인 공지 8. 임직원 정보보호 인식제고 활동 실시,-,"계열회사에 정보기술부문 및 정보보호부문 위탁용역중으로 내부인력은 없으며, 외주인력은 투입공수(M/M) 기준으로 산정"
1812,2023,의무,(주)엔아이스틸,제조업(10~34) - 그 외 기타 1차 철강 제조업,X,"436,680,407 원","7,286,000 원",1.7 %,- 백신 프로그램 라이센스 갱신 - DB 백업 프로세스 구축 및 시행 - 스팸메일 필터링 서비스 적용,226.8 명,3 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 이사 임원여부 O 겸직여부 O / 경영지원본부장 주요활동(건) 0 건 [CPO] 직책 이사 임원여부 O 겸직여부 O / 경영지원본부장 주요활동(건) 0 건,없음,- 임직원 대상 개인정보보호 온라인 교육 실시,없음,- 정보기술 업무 병행 사유로 정보보호인력 0명으로 표기
1811,2023,의무,(주)대교,교육 서비스업(85) - 방문 교육 학원,O,"34,116,561,405 원","2,131,227,719 원",6.2 %,-,"2,438.1 명",128.5 명,내부인력 2.7 명 외주인력 1.5 명 계 4.2 명,3.3 %,[CISO] 직책 디지털지원실장 임원여부 O 겸직여부 O / CIO 주요활동(건) 0 건 [CPO] 직책 고객정책실장 임원여부 X 겸직여부 X 주요활동(건) 0 건,○ ISMS 인증,○ 취약점 점검 활동(웹 및 인프라) ○ 개인정보배상책임보험 가입 ○ 사이버 위협정보 분석공유 시스템(C-TAS) 참여 ○ 사이버 위기 대응 모의훈련(KISA) 참가 ○ ‘22년도 전사 대상 정보보안 교육 진행 ○ 매월 개인정보 보호의 날 진행,-,-
1810,2023,의무,(주) 더네이쳐홀딩스,제조업(10~34) - 셔츠 및 블라우스 제조업,O,"1,408,568,529 원","147,287,547 원",10.5 %,,416.1 명,8.3 명,내부인력 0.5 명 외주인력 0.5 명 계 1 명,11.6 %,[CISO] 직책 본부장 임원여부 O 겸직여부 O / 경영지원본부장 주요활동(건) 0 건 [CPO] 직책 사업부장 임원여부 O 겸직여부 O / 국내사업부장 주요활동(건) 0 건,○ ISMS(정보보호관리체계) 인증,○ 취약점 점검 및 개선 ○ 보안 솔루션 유지보수 계약 ○ 내부 임직원 정보보호 교육 ○ 외부 정보보호 교육 지원,,
1809,2023,의무,고려대학교의료원,보건업 및 사회복지 서비스업(86~87) - 종합병원,X,"12,623,183,580 원","1,016,828,954 원",8.1 %,,"4,046.4 명",60.3 명,내부인력 1 명 외주인력 0.6 명 계 1.6 명,2.7 %,[CISO] 직책 병원장 임원여부 O 겸직여부 O / 병원장 주요활동(건) 0 건 [CPO] 직책 병원장 임원여부 O 겸직여부 O / 병원장 주요활동(건) 0 건,정보보호관리체계인증심사(ISMS) 수검 1 건,정보보호의 날 행사 시행 악성 이메일 모의 훈련 주요정보통신기반시설 점검 EMR 인증제도 대응 개인정보보호 자율점검 개인정보보호 손해배상책임보험 가입 내/외부 직원 정보보호 교육 정보보호 생활 실천 수칙 배포 모의침투 훈련 및 후속조치 이행 점검 정보보호 규정 및 지침 현행화 정보시스템 취약점 진단/점검 및 조치 정보보호위원회 개최 총 12 건,,
1808,2023,의무,연세대학교 의료원,보건업 및 사회복지 서비스업(86~87) - 종합병원,O,"27,032,878,212 원","1,916,894,687 원",7.1 %,"APT 대응, SSL 가시화 솔루션 구축 ESM(통합보안관제) 시스템 구축","9,219.2 명",145.1 명,내부인력 7.2 명 외주인력 2 명 계 9.2 명,6.3 %,[CISO] 직책 디지털 헬스실장 임원여부 O 겸직여부 O / 주요활동(건) 0 건 [CPO] 직책 디지털 헬스실장 임원여부 O 겸직여부 O / 주요활동(건) 1 건,정보보호 관리체계 인증 ISO27001 전자의무기록시스템인증,사이버 위협 정보 분석공유 시스템 (C-TAS) 참여 개인정보보호 배상책임 보험 가입 임직원 개인정보보호 교육 악성메일 대응 훈련 의료원 장비보안 점검 대한병원 협회 개인정보보호 자율점검 월별 정보보안의 날 22년 직무역량강화교육 계획 수립 및 이행 주요정보통신기반시설 보호대책 수립 및 이행 내부 보안감사 활동 보안성검토,,
1807,2023,의무,가온그룹(주),제조업(10~34) - 방송장비 제조업,X,"9,706,297,159 원","497,420,204 원",5.1 %,"보안시스템(문서, 네트워크, 방화벽)",287.4 명,5 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 경영지원 본부장 임원여부 O 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당사항 없음,"- 전사 임직원 정보보호 교육 - 정보보안 캠페인 - 악성메일 관련 주의 공지 및 대응 가이드 - 네트워크 노후 보안장비 교체 및 점검 - 전사 불법 S/W 검출 및 삭제 - 정보보안 실태 점검, 개선사항 도출/이행",,
1806,2023,의무,(주)영원무역,제조업(10~34) - 그 외 기타 봉제의복 제조업,O,"3,736,643,725 원","125,262,250 원",3.4 %,,284.1 명,13.2 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 부장 임원여부 X 겸직여부 O / IT팀장 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,○ ISO22301(2020.12.20 ~ 2023.12.20),"○ 해킹메일, 스미싱 문자대처요령 교육 ○ 2022년도 임직원 정보보호 교육 ○ 2022년도 4차 산업안전보건 교육",,1)영원무역은 영원무역홀딩스에서 IT서비스를 대행함 2)CISO는 영원무역 총무팀과 영원무역홀딩스 IT팀장을 겸직하고 있음
1805,2023,자율,영진약품주식회사,제조업(10~34) - 완제 의약품 제조업,X,"918,380,000 원","97,000,000 원",10.6 %,매체제어 솔루션 도입 DB 접근제어솔루션 도입,615 명,12 명,내부인력 2 명 외주인력 0 명 계 2 명,16.7 %,[CISO] 직책 IT/팀장 임원여부 X 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 IT/팀장 임원여부 X 겸직여부 O / CISO 주요활동(건) 0 건,해당사항 없음,- 침해사고 대응 모의훈련(분기별) - 악성메일 대응훈련(분기별) - 내부회계통제감사(ITGC) 수행 - 임직원 대상 정보보안 교육 실시(연1회) - 정보보호 캠페인 실시(분기별) - 정보보호 사규 점검 활동(연1회),-,-
1804,2023,의무,케이지모빌리티주식회사,제조업(10~34) - 승용차 및 기타 여객용 자동차 제조업,X,"16,873,170,131 원","674,336,435 원",4.0 %,"서버팜, 방화벽, 보안USB, APT MDS Manager등","4,319.1 명",57 명,내부인력 1 명 외주인력 1 명 계 2 명,3.5 %,[CISO] 직책 부장 임원여부 X 겸직여부 O / IT팀장 주요활동(건) 0 건 [CPO] 직책 부장 임원여부 X 겸직여부 O / IT팀장 주요활동(건) 0 건,사이버 보안 관리체계(CSMS) 인증 획득 : 2022.12.,o 임직원 정보 보호 정기 교육 실시 o 개인정보 접속 기록 정기 점검 o 월간 정보보안 뉴스레터 발행 o 개인정보취급자 개인정보 보관 파일 점검 및 삭제 o 개인정보 보호 배상책임보험 가입 o KISA주관 사이버 위기대응 모의 훈련 참여,사명 변경 (쌍용자동차주식회사 -> 케이지모빌리티주식회사) : 2023년 03월,
1803,2023,의무,대원강업(주),제조업(10~34) - 자동차용 신품 조향장치 및 현가 장치 제조업,X,"1,795,040,915 원","143,936,064 원",8.0 %,.,702 명,2 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 상무 임원여부 O 겸직여부 O / 정보보호 책임자 주요활동(건) 0 건 [CPO] 직책 . 임원여부 X 겸직여부 X 주요활동(건) 0 건,.,1. DRM 시스템 도입(문서 및 도면 암호화) 2. 악성이메일 모의 테스트 진행 3. 지문 인식 출입 통제 시스템 도입 4. 전 임직원 V3 설치 및 실시간 모니터링,.,정보기술부문 인력이 정보보호부문 전담하므로 D/C 0%임
1802,2023,의무,(주)이수화학,제조업(10~34) - 석유화학계 기초 화학물질 제조업,X,"4,243,414,544 원","93,757,049 원",2.2 %,,447.2 명,14.3 명,내부인력 0 명 외주인력 1.2 명 계 1.2 명,8.4 %,[CISO] 직책 대표이사 임원여부 O 겸직여부 O / ㈜이수시스템 대표이사 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당사항 없음,보안 솔루션 고도화 DB접근제어 솔루션 임직원 정보보호 교육,,
1801,2023,자율,에스케이증권주식회사,금융 및 보험업(64~66) - 증권 중개업,O,"37,689,369,366 원","3,780,443,600 원",10.0 %,-,972.3 명,117.8 명,내부인력 5 명 외주인력 0 명 계 5 명,4.2 %,[CISO] 직책 정보보호본부장 임원여부 O 겸직여부 O / CPO 주요활동(건) 2 건 [CPO] 직책 정보보호본부장 임원여부 O 겸직여부 O / CISO 주요활동(건) 1 건,- 정보보호 관리체계 인증 - 정보보호 상시평가,- 침해사고 대응훈련 메일 - 침해사고 대응훈련 서버해킹 - 재해복구 훈련 - IT자체 감사 - 금융전산 현장조치 행동 매뉴얼 개정 - 생활보안 점검 - 신용정보조회 모니터링 - 정보보안 내부통제 점검 - 정보보호 교육 - 개인정보보호 배상 책임보험 가입,-,-
1800,2023,의무,코오롱인더스트리(주),제조업(10~34) - 특수사 및 코드직물 제조업,O,"43,221,505,350 원","2,498,911,981 원",5.8 %,[Fnc부문] - 클라우드 DB 접근제어/암호화 솔루션 - 침해 대응 모의훈련,"3,053 명",152.9 명,내부인력 6 명 외주인력 8.6 명 계 14.6 명,9.5 %,[CISO] 직책 법무담당 임원여부 O 겸직여부 O / CPO 주요활동(건) 1 건 [CPO] 직책 법무담당 임원여부 O 겸직여부 O / CISO 주요활동(건) 1 건,[Fnc부문] - ISMS-P(정보보호 및 개인정보보호 관리체계)인증,[제조부문] - 보안관리 규정 개정 - 전사 사업장 별 보안감사 실시 - 신규 시스템 개발 보안성 검토 - 개인정보보호 배상책임보험 가입 - 국가핵심 기술 취급 임직원 보안 교육 - 전사 임직원 보안 교육 - 보안담당자 보안 교육 - 보안 담당자/지킴이 포상 [Fnc부문] - 개인정보 및 정보보안규정/지침 제개정 - 정보보호 및 개인정보보호 관리체계 수립/운영 - 웹 어플리케이션 취약점 점검 및 개선 - 보안시스템 구축 및 운영 - 개인정보 및 정보보안 인식제고 교육 및 캠페인 시행 - 악성메일 대응 모의훈련 시행 - 보안성 검토(사업 변화 및 IT 프로젝트 관련) - 정보유출 모니터링 및 소명 활동 - 개인정보 및 정보보안 점검/감사 시행 - 그룹 정보보안 협의체 활동 - 침해사고 대응체계 수립/운영 - 개인정보보호 배상책임보험 가입,[Fnc부문] - 클라우드 환경 내 자체 보안 서비스 사용,"상기 지정현황은 코오롱인더스트리 제조 부문 기준으로 작성되었으며, 각 부분별 상세 현황은 하기와 같음 [제조 부문] - CISO : 법무담당 / 임원 O / 겸직 O (CPO) / 주요활동 1 건 - CPO : 법무담당 / 임원 O / 겸직 O (CISO) / 주요활동 1 건 [Fnc부문] - CISO : PU장 / 임원 O / 겸직 O (DX PU장) / 주요활동 14건 - CPO : PU장 / 임원 O / 겸직 O (DX PU장) / 주요활동 14건 보안 시스템은 그룹 공통 보안 관제 운영"
1799,2023,자율,(주)카카오페이,금융 및 보험업(64~66) - 그 외 기타 금융 지원 서비스업,O,"73,832,502,220 원","8,756,353,938 원",11.9 %,-,"1,033.1 명",616.7 명,내부인력 29.6 명 외주인력 24.7 명 계 54.3 명,8.8 %,[CISO] 직책 부문장 임원여부 O 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 부문장 임원여부 O 겸직여부 X 주요활동(건) 0 건,○ ISMS-P ○ ISO/IEC 27001 ○ PCI DSS,○ 카카오페이 APT 훈련 실시 ○ 침해사고 대응 훈련 실시 ○ 개인정보보호 및 전자금융거래 배상책임보험 가입 ○ 월별 정보보안 점검 실시 ○ 임직원 정보보호 교육 실시 ○ 개발자 시큐어 코딩 교육 실시 ○ 정보보호 관련 이벤트 실시 ○ 정보보호 카드뉴스 발행 ○ 정보보호위원회 운영 ○ 정보보호자격증 취득 지원 ○ 카카오페이 정보보호날 행사 ○ 고객에게 정보보호 관련 공지,-,-
1798,2023,의무,(주)대창,"제조업(10~34) - 동 압연, 압출 및 연신제품 제조업",X,"943,776,238 원","40,523,859 원",4.3 %,,397.6 명,10 명,내부인력 0 명 외주인력 0.4 명 계 0.4 명,3.6 %,[CISO] 직책 상무이사 임원여부 O 겸직여부 O / 관리본부장 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,해당사항 없음,"신입사원 OJT 교육(개인정보보호, 보안 교육) 개인정보보호 정기 교육(사무직 전직원)""",,
1796,2023,의무,피에스케이 주식회사,제조업(10~34) - 반도체 제조용 기계 제조업,X,"2,749,187,794 원","457,481,183 원",16.6 %,IT보안 고도화 컨설팅,343 명,4.4 명,내부인력 0.8 명 외주인력 0.9 명 계 1.7 명,39.2 %,[CISO] 직책 전무 임원여부 O 겸직여부 O / CTO 주요활동(건) 0 건 [CPO] 직책 대표 임원여부 O 겸직여부 O / 대표이사 주요활동(건) 0 건,ISO27001,IT보안 고도화 컨설팅 수행,지주사를 통한 IT/보안 서비스,CISO+CTO 겸직
