publish_no,no,공시연도,자율의무,기업명,업종,게시일,수정공시일
438,311,2022,의무,㈜ 셀트리온헬스케어,도매 및 소매업(45~47),2022-06-15,
437,310,2022,자율,한미헬스케어(주),도매 및 소매업(45~47),2022-06-15,
436,309,2022,의무,한양디지텍 주식회사,제조업(10~34),2022-06-15,
435,308,2022,의무,네이트커뮤니케이션즈(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-15,
433,307,2022,의무,신세계건설(주),건설업(41~42),2022-06-15,
432,306,2022,의무,가온전선,제조업(10~34),2022-06-15,
430,305,2022,의무,(주)현대지에프홀딩스,금융 및 보험업(64~66),2022-06-14,
429,304,2022,의무,주식회사 포스코인터내셔널 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2022-06-14,
428,303,2022,의무,주식회사 와이어블,정보통신업(58~63),2022-06-14,
427,302,2022,의무,고려대학교 안산병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-06-14,
426,301,2022,의무,조선내화(주),제조업(10~34),2022-06-14,
425,300,2022,의무,네이버 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-14,
424,299,2022,의무,동국산업(주),제조업(10~34),2022-06-14,
423,298,2022,의무,코스모신소재(주),제조업(10~34),2022-06-14,
422,297,2022,의무,삼성바이오로직스 주식회사,제조업(10~34),2022-06-14,
421,296,2022,의무,(주) 나무가,제조업(10~34),2022-06-14,
420,295,2022,의무,(주)코스콤 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-14,
419,294,2022,의무,디엘이앤씨 주식회사,건설업(41~42),2022-06-14,
418,293,2022,자율,전북대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-06-13,
417,292,2022,의무,(주)경동도시가스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"전기, 가스, 증기 및 공기 조절 공급업(35)",2022-06-13,
416,291,2022,의무,동국제약(주),제조업(10~34),2022-06-13,
415,290,2022,의무,에스케이씨 (주),제조업(10~34),2022-06-13,
414,289,2022,의무,교촌에프앤비(주),도매 및 소매업(45~47),2022-06-13,
413,288,2022,의무,주식회사 카카오게임즈 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-13,
411,287,2022,의무,주식회사 하이브,"전문, 과학 및 기술 서비스업(70~73)",2022-06-13,
410,286,2022,의무,아세아시멘트(주),제조업(10~34),2022-06-13,
409,285,2022,의무,피에스케이 주식회사,제조업(10~34),2022-06-13,
408,284,2022,의무,케이비아이동국실업 (주),제조업(10~34),2022-06-13,
407,283,2022,의무,계룡건설산업(주),건설업(41~42),2022-06-13,
405,282,2022,의무,팬오션 주식회사,운수 및 창고업(49~52),2022-06-13,
404,281,2022,의무,일진전기 주식회사,제조업(10~34),2022-06-13,
403,280,2022,의무,(주)디에이피,제조업(10~34),2022-06-13,
402,279,2022,의무,(주)현대리바트 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2022-06-13,
401,278,2022,의무,대한해운 (주),운수 및 창고업(49~52),2022-06-10,
400,277,2022,의무,효성ITX(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2022-06-10,
399,276,2022,자율,우리에프아이에스(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-10,
398,275,2022,의무,대한전선(주),제조업(10~34),2022-06-10,
397,274,2022,의무,피에이치에이 주식회사,제조업(10~34),2022-06-10,
396,273,2022,의무,현대건설㈜,건설업(41~42),2022-06-10,
395,272,2022,의무,(학) 일송학원한림대성심병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-06-10,
394,271,2022,의무,주식회사 케이씨씨글라스,제조업(10~34),2022-06-10,
393,270,2022,의무,신라교역 (주),"농업, 임업 및 어업(01~03)",2022-06-09,
392,269,2022,의무,해태제과식품(주),제조업(10~34),2022-06-09,
391,268,2022,의무,한미약품(주),제조업(10~34),2022-06-09,
390,267,2022,의무,에스앤티모티브주식회사,제조업(10~34),2022-06-09,
389,266,2022,의무,미래나노텍 주식회사,제조업(10~34),2022-06-09,
388,265,2022,의무,콜마비앤에이치(주),제조업(10~34),2022-06-09,
387,264,2022,의무,(주) 신세계푸드,제조업(10~34),2022-06-09,
378,263,2022,의무,(주)엔에스쇼핑 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2022-06-09,
377,262,2022,의무,주식회사 지누스,도매 및 소매업(45~47),2022-06-08,
375,261,2022,의무,지에스건설(주),건설업(41~42),2022-06-08,
374,260,2022,의무,롯데정밀화학(주),제조업(10~34),2022-06-08,
373,259,2022,의무,서울도시가스 (주),"전기, 가스, 증기 및 공기 조절 공급업(35)",2022-06-08,
372,258,2022,의무,동방,운수 및 창고업(49~52),2022-06-08,
371,257,2022,자율,(주)지니뮤직 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-07,
328,256,2022,의무,경희의료원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-06-02,
327,255,2022,의무,정보보호 공시 우수 기업 (고시 성실성 및 다양한 정보보호 노력 평가를 통해 공시연도에 과학기술정보통신부 장관 표창을 수여 받은 자) 엔에이치엔 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-02,
326,254,2022,의무,한화엔진 주식회사,제조업(10~34),2022-06-02,
325,253,2022,의무,가톨릭대학교 서울성모병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-06-02,
324,252,2022,의무,씨제이씨지브이 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-02,
323,251,2022,자율,호텔롯데 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),숙박 및 음식점업(55~56),2022-06-02,
322,250,2022,의무,㈜에이치제이중공업,건설업(41~42),2022-06-02,
321,249,2022,의무,(주)아이마켓코리아,도매 및 소매업(45~47),2022-06-01,
320,248,2022,자율,(주)위대한상상 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2022-06-01,
319,247,2022,의무,대원전선,제조업(10~34),2022-06-01,
318,246,2022,의무,인제대학교 부산백병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-06-01,
317,245,2022,의무,영남대학교의료원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-06-01,
316,244,2022,의무,엘에스일렉트릭(주),제조업(10~34),2022-06-01,
315,243,2022,자율,주식회사 컴투스플랫폼 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-01,
314,242,2022,의무,(주) 컴투스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-06-01,
313,241,2022,의무,애경산업㈜,제조업(10~34),2022-06-01,
312,240,2022,자율,씨제이올리브영㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2022-06-01,
311,239,2022,의무,(학)성균관대학 삼성창원병원,교육 서비스업(85),2022-06-01,
310,238,2022,의무,(주)케이씨씨,제조업(10~34),2022-06-01,
309,237,2022,의무,(주)한섬 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2022-05-31,
308,236,2022,의무,DL건설㈜,건설업(41~42),2022-05-27,
307,235,2022,의무,(주)LX인터내셔널,도매 및 소매업(45~47),2022-05-27,
306,234,2022,자율,(주)에스알 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2022-05-26,
305,233,2022,의무,삼부토건㈜,건설업(41~42),2022-05-26,
304,232,2022,의무,에스케이가스(주),도매 및 소매업(45~47),2022-05-26,
303,231,2022,의무,코오롱베니트㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-05-25,
302,230,2022,의무,(주)태웅,제조업(10~34),2022-05-25,
301,229,2022,자율,롯데지주㈜,금융 및 보험업(64~66),2022-05-25,
300,228,2022,자율,(주)카사코리아,도매 및 소매업(45~47),2022-05-25,
299,227,2022,의무,(주)신세계,도매 및 소매업(45~47),2022-05-25,
298,226,2022,의무,유니퀘스트,도매 및 소매업(45~47),2022-05-24,
297,225,2022,의무,CJ제일제당㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2022-05-23,
296,224,2022,자율,(주)스트리미 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-05-23,
295,223,2022,의무,코웨이㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2022-05-23,
294,222,2022,자율,(주)라바웨이브,정보통신업(58~63),2022-05-23,
293,221,2022,의무,오씨아이홀딩스 주식회사,제조업(10~34),2022-05-23,
292,220,2022,자율,롯데컬처웍스㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-05-23,
291,219,2022,의무,(주)케이티 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-05-20,
290,218,2022,의무,동아대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-05-19,
289,217,2022,의무,(주)케이티아이에스,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2022-05-19,
288,216,2022,자율,(주)커리어넷 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2022-05-19,
287,215,2022,의무,(주)씨제이이엔엠 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-05-18,
286,214,2022,의무,(주)신세계인터내셔날 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2022-05-18,
285,213,2022,의무,엠케이전자㈜,제조업(10~34),2022-05-18,
284,212,2022,자율,후오비㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-05-18,
283,211,2022,의무,LG유플러스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-05-17,
282,210,2022,자율,(주)제주항공 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2022-05-16,
281,209,2022,자율,(주)카카오페이 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2022-05-16,
280,208,2022,의무,아세아제지,제조업(10~34),2022-05-16,
279,207,2022,의무,HDC현대EP,제조업(10~34),2022-05-12,
278,206,2022,자율,(주)힐링페이퍼,정보통신업(58~63),2022-05-11,
276,205,2022,의무,계명대학교 동산병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2022-05-02,
275,204,2022,의무,울산대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-05-02,
277,203,2022,의무,(의료)길의료재단 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-05-02,
274,202,2022,의무,㈜LF 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2022-04-30,
273,201,2022,자율,(주)우리은행 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2022-04-29,
272,200,2022,의무,한양이엔지㈜,건설업(41~42),2022-04-28,
271,199,2022,의무,롯데렌탈㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2022-04-28,
270,198,2022,의무,무림피앤피주식회사,제조업(10~34),2022-04-28,
269,197,2022,의무,무림페이퍼(주),제조업(10~34),2022-04-28,
268,196,2022,자율,정보보호 공시 우수 기업 (고시 성실성 및 다양한 정보보호 노력 평가를 통해 공시연도에 과학기술정보통신부 장관 표창을 수여 받은 자) 테크빌교육(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2022-04-27,
267,195,2022,자율,토스뱅크㈜,금융 및 보험업(64~66),2022-04-27,
266,194,2022,의무,에스케이하이닉스 주식회사,제조업(10~34),2022-04-26,
265,193,2022,의무,㈜E1 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2022-04-22,
264,192,2022,자율,(주)백패커 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2022-04-22,
263,191,2022,자율,(주)에스에스지닷컴 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2022-04-19,
262,190,2022,의무,STX엔진,제조업(10~34),2022-04-19,
261,189,2022,의무,에이치디현대에너지솔루션(주),제조업(10~34),2022-04-18,
260,188,2022,의무,(주)에이스침대,제조업(10~34),2022-04-18,
259,187,2022,의무,남해화학(주),제조업(10~34),2022-04-14,
258,186,2022,의무,(주)비에이치,제조업(10~34),2022-04-11,
257,185,2022,의무,케이씨텍,제조업(10~34),2022-04-08,
256,184,2022,의무,고려아연㈜,제조업(10~34),2022-04-07,
255,183,2022,의무,에이치디현대일렉트릭 주식회사,제조업(10~34),2022-04-06,
253,182,2022,의무,티피(주),제조업(10~34),2022-04-05,
254,181,2022,의무,삼성서울병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-04-05,
252,180,2022,의무,HD현대미포(주),제조업(10~34),2022-03-31,
250,179,2022,의무,원주세브란스기독병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2022-03-28,
251,178,2022,의무,(주)위메프 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2022-03-28,
249,177,2022,자율,에이치디한국조선해양(주),금융 및 보험업(64~66),2022-03-25,
248,176,2022,자율,(주)디어유,정보통신업(58~63),2022-03-22,
247,175,2022,의무,에이치디건설기계(주),제조업(10~34),2022-03-14,
246,174,2022,의무,대구가톨릭대학교의료원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2022-03-07,
245,173,2022,자율,현대엔지니어링,"전문, 과학 및 기술 서비스업(70~73)",2022-01-20,
244,172,2022,자율,한국중부발전 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"전기, 가스, 증기 및 공기 조절 공급업(35)",2022-01-18,
1373,171,2021,자율,더화이트커뮤니케이션,정보통신업(58~63),2021-11-09,
1272,170,2021,자율,SK C&C 본사(분당) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2021-11-04,
1268,169,2021,자율,코어닥스,정보통신업(58~63),2021-10-31,
1264,168,2021,자율,(주)큐브릿지 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2021-10-31,
1263,167,2021,자율,주식회사 빗썸 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2021-10-31,
1262,166,2021,자율,라이징윙스,정보통신업(58~63),2021-10-31,
1261,165,2021,자율,바이오니아,제조업(10~34),2021-10-31,
1260,164,2021,자율,에이케이에스앤디 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2021-10-31,
1259,163,2021,자율,인천항만공사,부동산업(68),2021-10-31,
1258,162,2021,자율,숙명여자대학교 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2021-10-31,
1256,161,2021,자율,경희대학교 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2021-10-31,
1248,160,2021,자율,한국신용데이터,정보통신업(58~63),2021-10-27,
1134,159,2021,자율,씨디네트웍스 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2021-10-24,
1183,158,2021,자율,주식회사 폴라리스오피스,정보통신업(58~63),2021-10-18,
1201,157,2021,자율,경상국립대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2021-10-04,
1220,156,2021,자율,토스증권 주식회사,금융 및 보험업(64~66),2021-09-01,
1198,155,2021,자율,건국대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2021-08-08,
1221,154,2021,자율,토스페이먼츠 주식회사,금융 및 보험업(64~66),2021-08-01,
1179,153,2021,자율,에스케이브로드밴드주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2021-06-30,
1217,152,2021,자율,(주)드림어스컴퍼니,제조업(10~34),2021-06-30,
1147,151,2021,자율,정보보호 공시 우수 기업 (고시 성실성 및 다양한 정보보호 노력 평가를 통해 공시연도에 과학기술정보통신부 장관 표창을 수여 받은 자) (주) 비바리퍼블리카 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2021-06-30,
1232,150,2021,자율,대상 주식회사,제조업(10~34),2021-06-30,
1153,149,2021,자율,주식회사 후후앤컴퍼니 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2021-06-30,
1236,148,2021,자율,주식회사 현대백화점 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2021-06-29,
1189,147,2021,자율,메가스터디교육(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2021-06-29,
1168,146,2021,자율,주식회사 에듀윌 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2021-06-29,
1195,145,2021,자율,(주)에이스솔루션,정보통신업(58~63),2021-06-29,
1234,144,2021,자율,AJ네트웍스 주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2021-06-29,
1227,143,2021,자율,에스케이아이이테크놀로지주식회사,제조업(10~34),2021-06-28,
1226,142,2021,자율,SK트레이딩 인터내셔널 주식회사,도매 및 소매업(45~47),2021-06-28,
1228,141,2021,자율,SK인천석유화학 (주),제조업(10~34),2021-06-28,
1225,140,2021,자율,SK엔무브,제조업(10~34),2021-06-28,
1224,139,2021,자율,에스케이지오센트릭 주식회사,제조업(10~34),2021-06-28,
1223,138,2021,자율,SK에너지 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2021-06-28,
1222,137,2021,자율,SK이노베이션 (주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"전문, 과학 및 기술 서비스업(70~73)",2021-06-28,
1138,136,2021,자율,(주)크래프톤 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2021-06-28,
1218,135,2021,자율,주식회사 티빙 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2021-06-28,
1231,134,2021,자율,주식회사 현대홈쇼핑 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2021-06-27,
1235,133,2021,자율,홈앤쇼핑 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2021-06-27,
1233,132,2021,자율,(주) 이마트 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2021-06-27,
1238,131,2021,자율,씨제이대한통운(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2021-06-27,
1165,130,2021,자율,정보보호 공시 우수 기업 (고시 성실성 및 다양한 정보보호 노력 평가를 통해 공시연도에 과학기술정보통신부 장관 표창을 수여 받은 자) 에스케이텔레콤(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2021-06-21,
1213,129,2021,자율,주식회사 메쉬코리아 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2021-06-20,
1156,128,2021,자율,충북대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2021-06-19,
1212,127,2021,자율,(주)엔투비 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2021-06-16,
